379409	Пожалуйста.	700670	不客气。
379409	Пожалуйста.	700676	不用客气。
379446	Меня зовут Ван Цзямин.	374857	我是王家明。
379453	Ничего особенного.	374840	没事儿。
379456	Это Ли Ин.	374860	她是李樱。
379458	Кто он?	347334	他是谁？
379790	Человек предполагает, а Бог располагает.	1185709	谋事在人，成事在天。
379971	Принимайте это лекарство раз в шесть часов.	868419	每六個小時吃一次這個藥。
380021	Как часто ты его видишь?	481255	您多久见他一次？
380032	Он сказал: «Я из Канады».	426419	他说：“我是加拿大来的。”
380058	Аллен — поэт.	334457	Allen是个诗人。
380944	Я сделаю тебя счастливой.	408459	我会让你幸福的。
380978	У тебя есть какие-нибудь карандаши?	424507	你有铅笔吗？
380983	Будь осторожен по дороге домой.	380922	回家的路上要小心。
380988	Эти яйца продаются дюжинами?	2220962	这些鸡蛋成打卖吗？
381006	Нью-Йорк — самый большой город на свете.	635050	紐約是世界上最大的城市。
381009	Ты хорошо выглядишь в кимоно.	902037	你穿着和服看上去很漂亮。
381041	Мне очень нравится эта квартира, положение хорошее, и, кроме того, плата за аренду небольшая.	381039	我很喜欢这套房子，环境很好，再说房租又不贵。
381227	К сожалению, линия занята.	2279122	可惜电话占线。
381237	В этом я с тобой согласен.	883451	我同意你這一點。
381245	Мой дедушка подарил мне подарок на день рождения.	348940	祖父送了一份生日禮物給我。
381253	Нельзя делать два дела одновременно.	803795	你不能一心二用。
381253	Нельзя делать два дела одновременно.	803801	你不能一心两用。
381257	Завтра я поеду в Хоккайдо.	861440	我明天要去北海道。
381289	Поспешишь — людей насмешишь.	806181	欲速則不達。
381307	Все дороги ведут в Рим.	469493	條條大路通羅馬。
381374	С глаз долой — из сердца вон.	426882	眼不见，心不烦。
382264	Все люди рождаются свободными и равными в своем достоинстве и правах. Они наделены разумом и совестью и должны поступать в отношении друг друга в духе братства.	338180	人人生而自由,在尊严和权利上一律平等。他们赋有理性和良心,并应以兄弟关系的精神相对待。
382289	Один, два, три, четыре, пять, шесть, семь, восемь, девять, десять.	382212	一、二、三、四、五、六、七、八、九、十。
383656	Мощным взмахом поднимает он красавицу-княжну и за борт ее бросает.	751672	他用力舉起美麗的公主, 然後將她丟入海中。
384260	Я вернулся в Японию.	602906	我回到了日本。
384296	Что Вы делаете сегодня вечером?	842482	你今晚在做什麼？
386868	Да пребудет с тобой сила.	387075	愿力量与你同在。
387516	У меня болит живот.	396056	我肚子疼。
388083	Эта работа не окупается.	334556	这个工作没有酬劳。
388101	Он не дурак.	429141	他不是傻子。
388748	Ей не хотелось обедать.	860960	她不想吃午飯。
388928	Вчера я видел Синъити в Какогаве.	859186	我昨天在加古川看到真一。
389057	Пекин — столица Китая.	389050	北京是中国的首都。
392257	Благоразумная птица выбирает своё дерево. Мудрый служитель выбирает своего мастера.	392246	良禽择木而栖，贤臣择主而事。
392271	Жизнь рухнула без тебя.	392272	没有你的话，我的生命就毁灭了。
392286	То, что одолжили, надо возвращать.	392283	有借有还。
392295	Прошу вас, пожалуйста, дайте мне визу.	392293	拜托您，请给我一张签证。
392297	Наконец!	392298	终于！
392301	Когда Вин Дизель отжимается, он не поднимает себя, а опускает Землю.	392303	冯迪索在做俯卧撑时，并不是把自身往上推，而是在把地球向下推。
392310	Я всё знаю.	392311	我什么都知道。
392319	Существует ли объективная история?	392320	客观的历史存在吗？
392355	У тебя есть время во вторник?	392326	你星期二有空嗎？
392743	Отличить правильное от неправильного нелегко.	775426	要分清是非是困難的。
393178	У нас по два уха.	1714564	我们有两只耳朵。
393198	А теперь чего делать?	393196	该怎么办呢？
393256	Это не может быть правдой.	346766	那不可能是真的。
393405	Как прошёл урок французского?	393408	法语课上得怎样？
394364	Сущность свободы — в математике.	404340	自由的本质就是数学。
394544	Рот открой!	501554	把嘴张开！
394596	О, да, помню.	410850	哦，是啊，我记起来了。
395089	Лёгок на помине.	392316	说曹操，曹操就到。
395142	Кто хочет какао?	348116	哪位要热巧克力？
395142	Кто хочет какао?	450634	谁要热巧克力？
395252	У тебя есть карандаш?	424507	你有铅笔吗？
395404	Покажите мне пример.	490074	给我个例子。
395459	Из дешевого мяса хороший суп не получается.	395461	便宜的肉做不出好汤。
395527	Ты студент?	352933	你是学生吗？
2484096	Хорошо.	395592	行。
395628	Причина пожара была неизвестной.	757729	火災的原因不明。
395630	Прими вот это лекарство, если заболеешь.	333239	万一你生病了，吃这个药。
395767	Это всего лишь листья и ветви.	395768	这只是枝叶而已。
395896	Мы поторопились к вокзалу.	395891	我们匆忙地去火车站了。
396037	Он мне обещал, что никому не скажет.	346021	他答應了我不會對任何人說。
396117	Обратная не квадратной матрицы, это опасная вещь.	396119	非方矩阵的逆阵是一个危险的东西。
396437	Батарея разряжена!	396443	電池快沒電了。
396723	Где ты?	346124	你在哪儿?
2522129	Я не забыл.	902035	我没有忘。
396741	Я привык.	736601	我习惯了。
396749	Совсем не знаю.	330583	我真的不知道。
397184	Тебе нравится петь?	397199	你喜欢唱歌吗？
398082	Денег слишком много?	398083	钱太多了吗？
398467	Где есть трава — нету воды. Где есть вода — нету травы.	398472	有草的地方无水，有水的地方无草。
398500	Кто рано встаёт, тому Бог даёт.	411636	早起的鸟儿有虫吃。
398500	Кто рано встаёт, тому Бог даёт.	759181	早起的鳥兒有蟲吃。
398686	Включи, пожалуйста, свет.	798427	請開燈。
398748	Здравствуй, мир!	398749	你好，世界！
398918	Он без колебаний продал свою машину.	335122	他毫不犹豫地把自己的车卖了。
398948	Я не курю.	398950	我不抽烟。
398987	«Сатанинские стихи» Салмана Рушди — настоящий шедевр современной литературы.	399021	萨尔曼·鲁西迪的《撒旦诗篇》是现代文学的真正的杰作
398996	Ей нравится русская попса.	399003	她喜欢听俄罗斯流行音乐。
399006	Жизнь не выпуклая.	399007	人生不是凸的。
399089	Я перевожу.	399090	我在翻译。
399199	Хочу во Львов...	399222	我想去利沃夫……
399218	«Он придёт?» — «Нет, не думаю».	399220	“他来不来？”　“不来。”
399276	Это потому, что ты девочка.	53	那是因為妳是女生。
399394	Её опять обманули.	382435	她又被人骗了。
399613	Добрый вечер.	333158	晚上好。
400588	Если бы ты пришёл, это было бы прекрасно.	400590	要是你来得了，那就太好了。
400659	Москва не сразу строилась.	74	罗马不是一天建成的。
400719	Я хочу поехать в Лондон.	332718	我想要去伦敦。
400909	Она очень симпатичная.	795904	她十分漂亮。
400924	Как поживаете?	1761553	你們好嗎？
401105	Большое спасибо!	334426	非常感谢！
401105	Большое спасибо!	399049	多谢！
401944	Я не только поел плов, но также съел шашлык.	401946	我不但吃了抓饭，而且还吃了烤肉串。
402089	Заранее спасибо.	545880	先谢谢了。
402127	Здравствуйте.	4857568	你好。
402430	Здравствуй.	4857568	你好。
402644	Она не ответила.	348494	她沒有回答。
402717	Любите ваших одноклассников! Любите ваших родителей! Любите вашу страну!	402715	爱你们的同学！爱你们的父母！爱你们的国家！
402754	Я это видел собственными глазами.	402755	我亲眼见到了它。
402754	Я это видел собственными глазами.	3036125	我親眼看見了。
402779	Он получил более высокую оценку, чем мы.	402781	他得到了比我们还高的分数。
402839	Мне нравится есть арбуз.	402831	我很喜歡吃西瓜。
402871	Ты не можешь этого доказать.	402873	你无法证明。
403593	Но твоя функция не липшицевая!	403594	可是你的函数不符合利普希茨条件！
403899	В конце концов, даже боги могут иногда ошибиться.	403900	毕竟，即使是神也会偶尔出差错。
404250	«Алма-Ата» со многих тюркских языков переводится как «отец яблок».	404252	在许多突厥语族的语言中，“阿拉木图”有“苹果之父”的意思。
404297	Никто не работает. Все смотрят Кубок мира.	404305	谁也不工作。大家在看世界杯。
404461	Без сомнений.	404456	毫无疑问。
404629	Южная Африка далеко.	404631	南非很远。
404630	ЮАР далеко.	404631	南非很远。
405486	Ой...	405487	哎呀......
405490	Я пойду туда один.	405492	我一个人去那边。
405496	Я пошёл.	405498	我走了。
405504	Я разве не пришёл?	405506	我不是来了吗？
405510	Не создавайте проблемы.	405512	别闹事。
405679	Кто не любит бунтаря?	405680	谁不喜欢反叛者呢？
405684	Что такое счастье?	915053	什么是幸福？
405734	Конференция завтра кончится.	405738	会议明天就结束了。
405791	Вы будете использовать компьютер для учёбы, а не для игр.	405793	你们会用电脑是为了学习，不是为了玩游戏。
405798	Конференция завершится завтра.	405738	会议明天就结束了。
405812	Он ест яблоко.	824642	他正吃著一個蘋果。
405941	Я никогда раньше не слышал о Львове.	2109197	我以前从没听说过利沃夫。
406449	Когда я смотрел сквозь туман, моё будущее промелькнуло у меня перед глазами.	406451	透过薄雾，我隐约看见了我的未来。
407071	Пошли сейчас. А то опоздаем.	407073	咱们现在走吧。要不咱们要迟到了。
407076	Если бы ты выиграл десять миллионов долларов в лотерее, ты бы что сделал с этими деньгами?	407078	如果你彩票中一千万美金的话，你会用那点钱干什么？
407086	Ещё чего?	407088	还有什么？
407095	Ты должен уйти.	407097	你必须走。
407277	Он вообще не смотрит телевизор.	1355241	他完全不看电视。
407324	Ситуация в Киргизии — настоящий беспорядок.	407337	吉尔吉斯斯坦的情况十分混乱。
407330	Ситуация в Кыргызстане — настоящий хаос.	407337	吉尔吉斯斯坦的情况十分混乱。
407354	Какая красивая у тебя сестра!	476520	你妹妹多漂亮啊！
407457	Потому что ты милая и замечательная девушка.	407471	因为你是一位又和蔼又了不起的姑娘。
407470	Какие красивые цветы!	407228	多漂亮的花啊!
407470	Какие красивые цветы!	407473	这些花多美啊！
407493	Сколько это стоит?	420698	这东西多少钱？
407501	Не хватает вилки.	745977	少一把叉子。
407504	Не хватает ножа.	746030	少一把刀。
407517	Простите, как называется эта улица?	746046	请问这条街的街名叫什么？
407676	Эти деревья посадили они.	422012	這些樹是他們種的。
407737	«Нам надо помочь Киргизии», — сказал Путин Ху Цзиньтао... в моём сне.	407739	普京对胡锦涛说：“咱们必须帮吉尔吉斯斯坦”……不过那只是在我梦里的情形。
407757	Я Сьюзен Грин.	819425	我是蘇珊格林。
407793	Сегодня понедельник.	348445	今天是星期一。
407793	Сегодня понедельник.	348447	今天是礼拜一
407915	Том не любит сыр.	826294	湯姆不喜歡乳酪。
408110	Почему я?	796834	为什么是我？
408111	Могу я что-нибудь сказать?	759154	我可以說些什麼嗎?
408113	Что он сказал?	462064	他说了什么？
408118	Что вы сказали?	346101	你說了甚麼？
408119	Почему он здесь?	408248	为什么他在这儿？
408167	У нас два ребёнка.	408165	我们有两个孩子。
408352	Это компьютер, на котором он пишет свои статьи.	333460	那就是那台他用来写文章的电脑。
408375	Ответь на вопрос.	777935	回答問題。
408383	Идёт дождь.	346836	下雨了。
408383	Идёт дождь.	409681	在下雨。
408401	Прошлой ночью мне приснился странный сон.	889320	我昨晚做了一個奇怪的夢。
408568	Даже супергероям нужно отдыхать время от времени.	408569	连超级英雄们也该偶尔休息一下。
408887	Мы каждому купим по машине.	408889	我们要为每个人买一辆车。
408892	Вы хотите мне что-то сказать?	408894	您有什么事想对我说吗？
408897	Один из студентов сегодня не пришёл.	408899	其中一个学生今天没来。
408902	Пожалуйста, скажи «да»!	408904	请说”可以“！
408907	Какая сегодня дата?	408909	今天是几号？
408912	С Божьей помощью...	408914	若天准许......
408967	Даже супергерои должны отдыхать время от времени.	408569	连超级英雄们也该偶尔休息一下。
408976	Упустили шанс.	408974	机会错过了。
409197	«Алло, это кто?»	409196	“喂，哪一位啊？”
409222	Это неправда.	409219	这不是真的。
409328	Мне не нравится твоя девушка.	409326	我不喜欢你的女朋友。
409427	Удачи на экзамене!	409431	祝考试好运！
409842	Ты хочешь знать мой секрет? Он очень простой...	409845	你想不想知道我的秘密？它很简单……
409857	Вы хотите знать мой секрет? Он очень простой...	409859	您想不想知道我的秘密？很简单的……
409857	Вы хотите знать мой секрет? Он очень простой...	409860	你们想不想知道我的秘密？它很简单……
410452	Почему ты не можешь прийти?	793228	你為什麼不能來?
410457	Они надеются, что ты им поможешь.	2635789	他們指望你幫忙他們。
410461	Великий воин излучает силу. Ему не обязательно воевать до смерти.	410462	一名伟大的战士威力显著，无需抵死奋战。
410474	Во сколько у вас заканчиваются занятия?	410476	您几点下课？
410479	У нас есть хорошая новость.	334539	我们有个好消息。
410481	На завтрак у меня всегда кофе и тост.	2635816	我的早餐總是咖啡和土司。
410487	Мы трое все студенты.	410489	我们三个都是学生。
410499	А здесь напитки есть?	410500	有什么喝的吗？
410783	Он скоро закончит.	410788	他很快就好了。
411247	Если ты можешь воспользоваться силой притяжения, то сделай это.	411248	你如果能利用重力，那就这么做吧。
411251	Либо ты идёшь, либо я пойду.	411253	要么你去，要么我去。
411260	В том случае, если я не смогу прийти, я заранее тебе позвоню.	411262	万一来不了，我会先给你打电话。
411270	А да, у меня завтра что-то есть.	411272	对了，我明天有事。
411305	Когда это начинается?	332585	什么时候开始？
411346	Благими намерениями вымощена дорога в ад.	2746383	通往地狱的路，都是由善意铺成的。
411409	У меня есть словарь.	695413	我有词典。
412034	Голуби Бостона толстые и гордые.	412035	波士顿的鸽子又胖又自豪。
412116	Джон разбил окно.	405256	John打碎了窗户。
412220	Я просто восхищаюсь тобой.	400414	我就是佩服你。
412231	Мы купили фунт чая.	785178	我們買了一磅的茶。
412250	Моя цель — стать врачом.	383277	我的目标是成为一个医生。
412253	Мой отец настоял на том, чтобы мы подождали поезда.	793972	我的父親堅持要我們等火車。
412269	Ты правда веришь в привидения?	839610	你真的相信鬼嗎？
412379	Мне можно пить спиртное?	567980	我可以喝酒吗？
412488	Его сыну восемь лет.	504406	他的兒子今年八歲。
412602	Солнце всегда встаёт на востоке.	895825	太陽總是從東方升起。
412653	Он говорит по-английски?	430978	他说英语吗？
412742	Она взяла такси до музея.	412739	她坐出租车来的博物馆。
413044	Слабые служат пищей для сильных.	413041	弱肉强食。
413052	Эти ботинки слишком маленькие.	413054	这双鞋子太小了。
413059	Вы женаты?	413061	您成家了吗？
413065	Вы замужем?	413061	您成家了吗？
413067	Это моего отца.	413069	这是我父亲的。
413117	Я налил в ведро воды.	880250	我把水倒入了桶子裡。
413120	Мне стакан воды, пожалуйста.	890631	請給我一杯水。
413487	Отец занят тем, что пишет письмо.	1639659	父親忙著寫信。
414146	Как насчёт шоколадного сыра?	414151	想吃一点巧克力奶酪吗？
414445	Я жажду приключений.	414444	我渴望冒险。
414464	Лучше поздно, чем никогда.	414466	亡羊补牢。
414650	Я не знаю.	10	我不知道。
415430	То, что радикально сегодня, может быть клише завтра.	415429	今天的激进也许是明天的老生常谈。
415609	Сядь, пожалуйста!	415599	请坐一下。
415610	Сядьте, пожалуйста.	415599	请坐一下。
415712	Это церковь, в которой мы поженились.	1205896	這裡是我們結婚的教堂。
415714	У моего велосипеда сдулась шина.	857985	我的腳踏車輪胎沒氣了。
415980	Я задал ему вопрос.	343222	我問了他一條問題。
416294	Пожалуйста!	779062	請。
416354	Я ударил его в живот.	846375	我打了他的肚子。
416432	Её глаза засияли от счастья, когда она увидела, что мать не разозлилась на неё.	2256437	當她看到媽媽沒在生她的氣，她的雙眼因為幸福而閃爍了。
416438	Есть много денег.	1066132	有很多錢。
416474	Думаю, твой ответ верен.	346176	我想你的答案是對的。
416940	Тихо в пригороде...	416942	郊区很安静......
417088	Он говорил очень громко.	332473	他说得很大声。
417106	Мы прогулялись до самого парка.	2635797	我們散步到了公園。
417232	Ярость проявилась на его лице.	2633562	他的脸上呈现了愤怒。
417303	Будь я птицей, я бы полетел к тебе.	501362	如果我是一隻小鳥，我就可以飛到你的身邊了。
417885	Фред всегда говорит неправду.	834344	弗雷德總是說謊。
417966	Из-за проблемы загрязнения воздуха, велосипеды, возможно, однажды заменят автомобили.	2807834	因為空氣汙染的問題，也許有一天自行車會取代汽車。
418366	Она постоянно путает соль и сахар.	637514	她经常把糖和盐搞错。
418518	Вчера я не играл в теннис.	846342	我昨天沒有打網球。
418527	Птица штата Миннесоты — комар.	418528	明尼苏达州的官方鸟就是蚊子。
418718	Почему ты не пришёл?	419693	你怎麼沒有來？
418944	Уровень безопасности, заданный Министерством национальной безопасности, — оранжевый.	418945	根据国土安全部的规定，目前的安全水准是橙色等级。
419117	Я люблю есть арбуз.	402831	我很喜歡吃西瓜。
419279	У тебя сильная воля.	2256415	你的意志力很強。
419340	Я тихонько закрыл дверь, чтобы не потревожить малыша.	804804	为了不吵醒宝宝，我静静地关上了门。
419757	У неё не было уверенности насчёт своего будущего.	858063	她對她的未來感到沒有安全感。
419825	Тарелка плова с шашлыком — рай на земле.	419826	一盘抓饭配一些烤肉串就是人间天堂。
421308	Его дом где-то здесь.	2040319	他家在这儿某处。
421346	Да, конечно.	421347	当然是的。
421513	Лю Бэй и Чжугэ Лян — непобедимая команда.	421511	刘备和诸葛亮是一支无法战胜的队伍。
421576	Мой отец любит крепкий кофе.	834834	我父親喜歡濃咖啡。
422457	Поверь мне, это правильный путь.	1639656	相信我，這是對的路。
423031	С этими людьми мы должны обращаться по-честному.	1639577	我們必須公平地對待這些人。
423055	Прекрати видеть во мне «нормального» человека!	61	不要再把我当成“正常” 人!
423058	Все мы жаждем мира во всём мире.	1422707	我們全都渴望世界和平。
423076	Мой отец уже собирался уходить, когда зазвонил телефон.	2635820	電話鈴響時，我爸爸已經打算要離開了。
423082	Она была рада моей компании.	2707949	她很開心有我陪伴。
423094	В июне много дождливых дней.	903424	六月下了很多天的雨。
423118	Когда ты вернёшься в школу?	895860	你何時會回學校?
423124	Сидней — крупнейший город Австралии.	799737	悉尼是澳洲最大的城市。
423184	Мы вырыли в земле яму.	423186	我們在地上掘了一個洞。
423204	Я купил два билета на концерт.	791439	我买了两张音乐会的票。
423341	Я вчера ночью почти наступил на скунса.	423342	我昨晚差点踩到一只臭鼬。
423423	Дарёному коню в зубы не смотрят.	806209	獲人贈馬，休看馬口。
423442	Бетти убила её.	824525	貝蒂殺了她。
424120	Если в этом мире нет Бога, тогда я создам Бога собственными руками.	424122	如果世界上没有神，那么我就用双手创造出神。
424294	Проблема остаётся нерешённой.	344166	這個問題仍然未解決。
424392	Мой отец управляет рестораном.	834658	我的父親經營一家餐館。
424506	Крысы быстро размножаются.	2219118	老鼠繁殖得很快。
424591	Нужно восемь часов для полёта из Цюриха в Бостон, но всего шесть на обратный путь.	424592	从苏黎世到波士顿坐飞机要八个小时，但是返回时只要六个。
424608	Она хочет выехать и найти собственное жильё.	3149498	她想搬出去，找個屬於自己的地方。
424980	Эта еда мне не подходит.	336073	这食物不适合我。
425115	Как могут люди спать в самолёте?	425117	人们怎么能在飞机上睡觉？
425129	Тут вокруг есть такси?	425131	附近有出租车吗？
425134	Вы в какое время идёте на работу?	425136	您几点钟上班？
425139	Если будет большое землетрясение, то дом ещё как может развалиться.	425141	若有大地震，房屋会倒塌呀！
425144	Прямо как будто мой хвост, куда бы я ни пошёл, туда она пойдёт тоже.	425146	它就像我的尾巴一样，我去哪里它就去哪里。
425149	Мы часто играем в шахматы.	425151	我们经常下棋。
425232	Это город, где он родился.	782373	这是他出生的城市。
